xvar,est,lb,hb
9.5,1.0676182822872158,1.0645407307732515,1.0707037510858608
9.55,1.068790460546747,1.0656575914348236,1.07193152424211
9.6,1.0699648552194565,1.0667765123828952,1.0731616751826514
9.65,1.0711414528959995,1.0678974816046976,1.0743941891162119
9.7,1.072320240106257,1.0690204870512323,1.0756290511655142
9.75,1.0735012033190114,1.0701455166366343,1.0768662463673135
9.8,1.0746843289417396,1.071272558237527,1.0781057596724963
9.85,1.0758696033202968,1.0724015996924876,1.0793475759461533
9.9,1.0770570127387014,1.0735326288013742,1.0805916799676596
9.95,1.0782465434188853,1.0746656333247504,1.081838056430749
10.0,1.0794381815203875,1.0758006009833045,1.0830866899436322
10.05,1.0806319131401516,1.0769375194572366,1.0843375650290161
10.1,1.0818277243122403,1.078076376385656,1.0855906661242214
10.15,1.083025601007639,1.0792171593660416,1.086845977581276
